medtr.HM004.gnm1.scaffold_200,445261,445351,fr1:1,medtr.HM004.gnm1.scaffold_6,.,gene,443236,447040,.,-,.,ID=medtr.HM004.gnm1.ann1.g24118;Name=medtr.HM004.g24118
medtr.HM004.gnm1.scaffold_325,2884,2973,fr1:2,medtr.HM004.gnm1.scaffold_785,.,exon,2380,3790,.,-,.,Parent=medtr.HM004.gnm1.ann1.g29401.t1
medtr.HM010.gnm1.scaffold_1081,10300,10389,fr1:2,medtr.HM010.gnm1.scaffold_1281,.,exon,10246,10567,.,+,.,Parent=medtr.HM010.gnm1.ann1.g54051.t1
medtr.HM004.gnm1.scaffold_200,445181,445270,fr1:2,medtr.HM004.gnm1.scaffold_6,.,gene,443236,447040,.,-,.,ID=medtr.HM004.gnm1.ann1.g24118;Name=medtr.HM004.g24118
medtr.HM004.gnm1.scaffold_2008,1145,1234,fr1:3,medtr.HM004.gnm1.scaffold_130,.,gene,56,1282,.,+,.,ID=medtr.HM004.gnm1.ann1.g59049;Name=medtr.HM004.g59049
medtr.HM010.gnm1.scaffold_580,112008,112061,fr2:1,medtr.HM010.gnm1.scaffold_327,.,exon,111917,112071,.,-,.,Parent=medtr.HM010.gnm1.ann1.g31252.t1
medtr.HM010.gnm1.scaffold_580,112069,112122,fr2:1,medtr.HM010.gnm1.scaffold_517,.,gene,110362,121049,.,-,.,ID=medtr.HM010.gnm1.ann1.g5828;Name=medtr.HM010.g5828
medtr.HM010.gnm1.scaffold_580,112130,112183,fr2:1,medtr.HM010.gnm1.scaffold_517,.,gene,110362,121049,.,-,.,ID=medtr.HM010.gnm1.ann1.g5828;Name=medtr.HM010.g5828
medtr.HM010.gnm1.scaffold_580,112191,112244,fr2:1,medtr.HM010.gnm1.scaffold_517,.,gene,110362,121049,.,-,.,ID=medtr.HM010.gnm1.ann1.g5828;Name=medtr.HM010.g5828
medtr.HM010.gnm1.scaffold_580,112252,112305,fr2:1,medtr.HM010.gnm1.scaffold_517,.,gene,110362,121049,.,-,.,ID=medtr.HM010.gnm1.ann1.g5828;Name=medtr.HM010.g5828
